id,preferred_term,candidate_term,status,issue,affected_object_ids,source_ids,next_action
TERM-433,stone self-weight support and face restraint as separate anchor roles,stone anchor,accepted_pending_review,Support brackets carry gravity reactions. Restraint anchors principally resist face actions and can allow selected movement. One proprietary device may combine roles but both must be recorded.,AU-MA-STONE-FACADE-BRACKET|AU-MA-STONE-FACADE-RESTRAINT-ANCHOR|AU-MA-STONE-FACADE-DOWEL,SRC-TGA-CPCCST3014-ANCHORED-STONE|SRC-TGA-CPCCST3016-SOLID-STONE,"Store gravity support, face restraint and permitted movement independently for every panel."
TERM-434,stone bedding mortar and exposed pointing mortar,stone joint mortar,accepted_pending_review,Bedding mortar supports and bonds the stone through the joint. Pointing mortar forms the exposed outer joint and can be renewed. They can share a mix but are different positions and roles.,AU-MA-STONE-BEDDING-MORTAR|AU-MA-STONE-POINTING-MORTAR,SRC-TGA-CPCCST3016-SOLID-STONE|SRC-TGA-CPCCST3012-STONE-VENEER,"Model joint depth zones separately where repair, take-off or heritage compatibility matters."
TERM-435,tested building-earth mixture rather than unqualified site soil,use the dirt on site,accepted_pending_review,"Earth construction uses a selected particle and moisture blend, sometimes with fibre or stabiliser. Natural site soil may need processing, blending and performance evidence.",AU-MA-BUILDING-EARTH-MIXTURE|AU-CF-FOUNDATION-MATERIAL,SRC-YOURHOME-MUD-BRICK|SRC-YOURHOME-RAMMED-EARTH,"Require source, composition, preparation, test evidence and intended construction method."
TERM-436,mud-brick masonry and monolithic rammed earth,earth wall,accepted_pending_review,"Mud bricks are dried units laid in courses and mortar. Rammed earth is compacted in successive lifts between forms. Their joints, temporary works and repair logic differ.",AU-MA-MUD-BRICK-WALL|AU-MA-RAMMED-EARTH-WALL,SRC-YOURHOME-MUD-BRICK|SRC-YOURHOME-RAMMED-EARTH,Ask unit masonry or monolithic compacted earth before generating geometry.
TERM-437,compressed earth block and moulded air-dried mud brick,pressed mud brick,accepted_pending_review,"Compressed earth block is mechanically pressed. Mud brick is placed wet into a mould and air-dried. Either can include fibre or stabiliser, so manufacture and material composition remain separate axes.",AU-MA-COMPRESSED-EARTH-BLOCK|AU-MA-MUD-BRICK,SRC-YOURHOME-MUD-BRICK|SRC-YOURHOME-RAMMED-EARTH,"Store forming method, stabiliser and curing separately."
TERM-438,stabilised and unstabilised earth as evidence-backed material states,rammed earth,accepted_pending_review,"Cement, lime or another stabiliser changes composition, embodied impacts and behaviour. It cannot be inferred from colour or assumed for every modern earth wall.",AU-MA-RAMMED-EARTH-WALL|AU-MA-STABILISED-RAMMED-EARTH-WALL|AU-MA-STABILISED-COMPRESSED-EARTH-BLOCK,SRC-YOURHOME-RAMMED-EARTH|SRC-YOURHOME-MUD-BRICK,Require stabiliser type and proportion and keep an explicit unknown state when evidence is absent.
TERM-439,rammed-earth compacted lift rather than masonry course,earth course,accepted_pending_review,A lift is one placement and compaction layer in a monolithic wall. It has no separate unit or mortar bed and may not be a construction joint.,AU-MA-RAMMED-EARTH-LIFT|AU-MA-MASONRY-COURSE,SRC-YOURHOME-RAMMED-EARTH|SRC-YOURHOME-MUD-BRICK,"Use lift sequence and form-bay extent, not brick-course logic."
TERM-440,thin earth slurry finish and thicker earth render,mud finish,accepted_pending_review,"A slurry is a thin brushed surface treatment. Earth render is a substantial trowelled or floated coat, commonly containing graded sand and fibre.",AU-MA-EARTH-SLURRY-FINISH|AU-MA-EARTH-RENDER,SRC-YOURHOME-MUD-BRICK|SRC-YOURHOME-RAMMED-EARTH,"Ask for thickness, application method and coat build-up before take-off."
TERM-441,solid render layer and later decorative coating system,texture render,accepted_pending_review,Render is a plaster layer that builds and levels the wall surface. A texture coating is a thinner decorative coating system. Some products blur marketing names but the physical layers remain identifiable.,AU-MA-SOLID-RENDER-SYSTEM|AU-MA-RENDER-FINISH-COAT|AU-DF-CONCRETE-MASONRY-TEXTURE-COATING-SYSTEM,SRC-TGA-CPCCSP3001-RENDER|SRC-SA-ASNZS4548-4-1999,Store plaster thickness and coating dry film as separate layers.
TERM-442,"render bond, base, float and finish layers by physical role",render coat,accepted_pending_review,"A splatter bond coat keys the substrate, a base coat builds thickness, a float coat establishes plane and a finish coat provides the outer render surface. A project can combine roles but the evidence must say so.",AU-MA-RENDER-SPLATTER-BOND-COAT|AU-MA-RENDER-BASE-COAT|AU-MA-RENDER-FLOAT-COAT|AU-MA-RENDER-FINISH-COAT,SRC-TGA-CPCCSP2001-PLASTER-MATERIALS|SRC-TGA-CPCCSP3001-RENDER,Generate the selected coat sequence rather than a universal one-layer render.
TERM-443,embedded render reinforcing mesh and mechanically fixed render lath,render mesh,accepted_pending_review,"Reinforcing mesh is normally embedded in a coat. Expanded-metal lath is fixed to supports and carries render where direct bond is unsuitable. Their fixings, laps and corrosion risks differ.",AU-MA-RENDER-REINFORCING-MESH|AU-MA-RENDER-EXPANDED-METAL-LATH|AU-MA-RENDER-LATH-FASTENER,SRC-TGA-CPCCSP2001-PLASTER-MATERIALS|SRC-TGA-CPCCSP3001-RENDER,Ask mesh or lath and require support and fixing data for lath.
TERM-444,"corner, casing, movement, drip and screed beads by edge role",render bead,accepted_pending_review,"These profiles form different geometry: an external arris, a termination, a moving separation, a water drip or a ruling datum. Substituting one because the section looks similar can bridge joints or lose drainage.",AU-MA-RENDER-CORNER-BEAD|AU-MA-RENDER-CASING-BEAD|AU-MA-RENDER-MOVEMENT-JOINT-BEAD|AU-MA-RENDER-DRIP-BEAD|AU-MA-RENDER-SCREED-BEAD,SRC-TGA-CPCCSP2001-PLASTER-MATERIALS|SRC-TGA-CPCCSP3001-RENDER,"Select bead role first, then material, profile, render depth and exposure compatibility."
TERM-445,HB 161:2005 as withdrawn historical plastering guidance,current Australian plastering standard,accepted_pending_review,"HB 161 was a handbook rather than a Standard and was withdrawn in 2018. The current CPCCSP3001 training unit still names it, which explains persistent industry references but does not restore current status.",AU-MA-SOLID-RENDER-SYSTEM|AU-MA-CEMENT-LIME-SAND-RENDER,SRC-SA-HB161-2005|SRC-TGA-CPCCSP3001-RENDER,"Label HB 161 historical and require current law, specification and selected-system evidence for project decisions."
TERM-446,"doorset, door leaf and structural opening as different physical levels",door,accepted_pending_review,"A doorset includes leaf, frame, threshold, hardware, seals and fixings. The leaf is only the moving panel, and the structural opening is the wall void and supports receiving the doorset.",AU-ED-EXTERNAL-PEDESTRIAN-DOORSET|AU-ED-EXTERNAL-DOOR-LEAF|AU-ED-EXTERNAL-OPENING-SYSTEM,SRC-TGA-CPCCCA3010-WINDOWS-DOORS|SRC-WOODSOLUTIONS-DOORS,"Ask which level is intended and keep leaf, product frame and wall opening as separate nested objects."
TERM-447,external glazed-door family and solid or composite external-door family,external door,accepted_pending_review,"A glazed external door may belong to the AS 2047 window-and-external-glazed-door route, while solid timber and composite entrance leaves have different product evidence and construction anatomy.",AU-ED-EXTERNAL-PEDESTRIAN-DOORSET|AU-ED-TIMBER-FLUSH-EXTERNAL-DOOR-LEAF|AU-WD-GLAZED-DOOR-ASSEMBLY,SRC-TGA-CPCCCA3010-WINDOWS-DOORS|SRC-HUME-ENTRANCE-DOORS,Choose the physical door family before applying product standards or generating leaf construction.
TERM-448,solid core and solid timber as separate descriptions,solid door,accepted_pending_review,"Solid core describes a substantially filled internal construction; it does not mean the whole leaf is one solid timber slab. Particle, stave, mineral or other cores can sit between skins and lippings.",AU-ED-SOLID-TIMBER-STAVE-DOOR-CORE|AU-ED-WOOD-PARTICLE-DOOR-CORE|AU-ED-SOLID-TIMBER-PANELLED-EXTERNAL-DOOR-LEAF,SRC-CORINTHIAN-DOOR-CONSTRUCTION|SRC-HUME-ENTRANCE-DOORS,Store core construction and face material separately.
TERM-449,joinery panelled leaf and moulded panel-look leaf,panel door,accepted_pending_review,"A traditional panelled leaf has stiles, rails, muntins and separate infill panels. A moulded composite skin can reproduce the same appearance without that joinery anatomy.",AU-ED-SOLID-TIMBER-PANELLED-EXTERNAL-DOOR-LEAF|AU-ED-MOULDED-COMPOSITE-EXTERNAL-DOOR-LEAF,SRC-CORINTHIAN-DOOR-CONSTRUCTION|SRC-WOODSOLUTIONS-DOORS,Ask whether panel is construction or appearance before generating rails and muntins.
TERM-450,"door threshold, frame sill and building step by physical role",sill,accepted_pending_review,The threshold is crossed by people and seals the leaf bottom; a sill is a lower frame member; a step changes floor level. Products can combine these roles but they are not automatically the same object.,AU-ED-EXTERNAL-DOOR-THRESHOLD|AU-LH-RAMPED-ENTRANCE-THRESHOLD,SRC-TGA-CPCCCA3010-WINDOWS-DOORS|SRC-HUME-ENTRANCE-DOORS,"Model crossed profile, frame member and level change independently, then record any combined product."
TERM-451,"security screen, barrier screen and insect screen",screen door,accepted_pending_review,An insect screen excludes insects. A barrier screen is a robust secondary closure. A security screen carries classification and test claims for a complete product and installation.,AU-ED-SECURITY-SCREEN-SYSTEM|AU-ED-BARRIER-SCREEN-DOOR|AU-ED-HINGED-INSECT-SCREEN-DOOR,SRC-SA-AS5039-1-2023|SRC-NSSA-SECURITY-DOOR-GUIDE,Require a claimed class and traceable evidence before labelling a screen as security.
TERM-452,security mesh material inside a classified installed system,security mesh,accepted_pending_review,"Stainless mesh, perforated sheet, expanded metal and grilles are infill materials. Security performance also depends on retention, frame, locks, hinges or rollers, receivers, fixings and substrate.",AU-ED-WOVEN-STAINLESS-SECURITY-MESH|AU-ED-PERFORATED-ALUMINIUM-SECURITY-SHEET|AU-ED-SECURITY-SCREEN-SYSTEM,SRC-SA-AS5039-1-2023|SRC-SA-AS5039-2-2024,Never promote an infill object to a security claim from material or appearance alone.
TERM-453,"security, bushfire and fall-prevention screen functions as separate evidence",protective screen,accepted_pending_review,"A screen can address forced entry, ember exposure or falls, but each function has different tests, installation details and regulatory context. One claim does not establish the others.",AU-ED-SECURITY-SCREEN-SYSTEM|AU-AN-BUSHFIRE-EXTERNAL-OPENING-SCREEN-SYSTEM|AU-WD-WINDOW-FALL-PROTECTION-SCREEN,SRC-SA-AS5039-1-2023|SRC-NSSA-SECURITY-DOOR-GUIDE,Store each performance role and its source separately on the selected installed system.
TERM-454,"woven mesh, expanded mesh, perforated sheet and grille by manufacture",mesh,accepted_pending_review,"Woven wire crosses strands, expanded metal is slit and stretched, perforated sheet is punched, and a grille is an open grid of bars or cast members. Their geometry and edge retention differ.",AU-ED-WOVEN-STAINLESS-SECURITY-MESH|AU-ED-EXPANDED-METAL-SECURITY-MESH|AU-ED-PERFORATED-ALUMINIUM-SECURITY-SHEET|AU-ED-SECURITY-GRILLE-INFILL,SRC-SA-AS5039-1-2023|SRC-TGA-MSFGG2017-SCREENS,Select infill manufacture and retention before selecting a drawing pattern.
TERM-455,"external shutter, internal blind and garage door",roller door,accepted_pending_review,"A shutter closes or screens a window or pedestrian opening, a blind is normally a lighter covering, and a garage door closes a large vehicle opening. Similar rolling motion does not make them interchangeable.",AU-ED-EXTERNAL-SHUTTER-SYSTEM|AU-ED-ROLLER-SHUTTER-ASSEMBLY|AU-ED-ROLLER-GARAGE-DOOR,SRC-TGA-MSFBAA308-ROLLER-SHUTTERS|SRC-SA-ASNZS4505-2012,Ask opening purpose and scale before choosing shutter or large-access-door anatomy.
TERM-456,roller shutter and roller garage door,roller shutter door,accepted_pending_review,"A residential roller shutter commonly uses interlocking slats, compact guides and a boxed roll. A roller garage door commonly uses a continuous corrugated curtain, large guides, drum brackets and a garage-door counterbalance.",AU-ED-DOMESTIC-EXTERIOR-ROLLER-SHUTTER|AU-ED-ROLLER-GARAGE-DOOR,SRC-TGA-MSFBAA307-ROLLER-SHUTTERS|SRC-BND-PRODUCT-MANUALS,"Keep the two generators, component libraries and standards routes separate."
TERM-457,"sectional, roller and tilt garage-door systems",garage door,accepted_pending_review,A sectional door articulates rigid panels into overhead tracks; a roller door coils a flexible curtain; a tilt door moves one rigid panel through an outward-and-upward path.,AU-ED-SECTIONAL-GARAGE-DOOR|AU-ED-ROLLER-GARAGE-DOOR|AU-ED-TILT-GARAGE-DOOR,SRC-SA-ASNZS4505-2012|SRC-AGDA-ABOUT,Select door kinematics first because every downstream component and clearance depends on them.
TERM-458,sectional section and one-piece tilt panel,garage-door panel,accepted_pending_review,A sectional panel is one of several hinged horizontal sections. A tilt panel is the whole rigid moving closure and follows a different mechanism and swept envelope.,AU-ED-SECTIONAL-DOOR-PANEL|AU-ED-ONE-PIECE-TILT-DOOR-PANEL,SRC-BND-PANELIFT-INSTALL|SRC-BND-TILT-MANUALS,Ask whether panel means a repeated section or the complete one-piece leaf.
TERM-459,jamb-fitting and track-fitting tilt mechanisms,tilt fittings,accepted_pending_review,"Jamb fittings guide the panel mainly with side pivot arms. Track fittings use rollers or pivots travelling in overhead tracks. Their supports, travel and clearances differ.",AU-ED-JAMB-FITTING-TILT-DOOR|AU-ED-TRACK-FITTING-TILT-DOOR,SRC-BND-TILT-MANUALS|SRC-SA-ASNZS4505-2012,"Require the fitting family before generating pivots, tracks or panel sweep."
TERM-460,"sectional track, roller-door guide and operator drive rail",garage-door rail,accepted_pending_review,"Sectional tracks carry panel rollers, roller-door guides restrain curtain edges, and an operator rail carries a powered trolley. They occupy nearby space but have different loads and attachments.",AU-ED-SECTIONAL-DOOR-HORIZONTAL-TRACK|AU-ED-ROLLER-GARAGE-DOOR-GUIDE|AU-ED-GARAGE-OPERATOR-DRIVE-RAIL,SRC-BND-PANELIFT-INSTALL|SRC-BND-PRODUCT-MANUALS,Name each rail by the moving object it guides.
TERM-461,counterbalance and powered operator as separate systems,garage-door motor,accepted_pending_review,"Springs, cables, drums or weights offset door mass. The operator supplies controlled movement to a correctly balanced door; it does not replace the counterbalance or structural supports.",AU-ED-GARAGE-DOOR-COUNTERBALANCE-ASSEMBLY|AU-ED-GARAGE-DOOR-OPERATOR-SYSTEM,SRC-SA-ASNZS4505-2012|SRC-SA-ASNZS60335-2-95-2024,Model and schedule counterbalance before adding an optional operator.
